drug	phenotype	max_phase_for_ind
CHEMBL1201566	D002545	2
CHEMBL1201566	D001943	Not Applicable
CHEMBL1201566	D001930	2
CHEMBL1201550	D018293	1
CHEMBL1201550	D010534	2
CHEMBL1201550	D007680	1
CHEMBL1201550	D010051	2
CHEMBL1201550	D006086	2
CHEMBL1201565	D002583	3
CHEMBL1201565	D007676	3
CHEMBL1201565	D015477	3
CHEMBL1201565	D005221	3
CHEMBL1201565	D000751	2
CHEMBL1201565	D002545	3
CHEMBL1201565	D001943	3
CHEMBL1201565	D008175	3
CHEMBL1201565	D001930	3
CHEMBL1201649	D003920	3
CHEMBL1201649	D006973	3
CHEMBL1201649	D008569	3
CHEMBL1201649	D001943	4
CHEMBL1201649	D003110	3
CHEMBL1201649	D000789	3
CHEMBL1201649	D001851	3
CHEMBL1201649	D006937	3
CHEMBL1201649	D019584	3
CHEMBL1201649	D012769	2
CHEMBL1201649	D013927	3
CHEMBL1201649	D064129	2
CHEMBL1201649	D016889	3
CHEMBL1201649	D001930	2
CHEMBL1201468	D001943	4
CHEMBL1201572	D008178	2
CHEMBL1201572	D018923	1
CHEMBL1201572	D014012	2
CHEMBL1201572	D000855	3
CHEMBL1201572	D002100	3
CHEMBL1201572	D011843	2
CHEMBL1201572	D064129	1
CHEMBL1201572	D001168	3
CHEMBL1201458	D013927	3
CHEMBL1201458	D008113	3
CHEMBL1201567	D015456	3
CHEMBL1201567	D004915	3
CHEMBL1201567	D010673	3
CHEMBL1201567	D002277	2
CHEMBL1201567	D000754	3
CHEMBL1201567	D000740	3
CHEMBL1201567	D013736	3
CHEMBL1201567	D008479	3
CHEMBL1201567	D018273	2
CHEMBL1201567	D018293	1
CHEMBL1201567	D016543	3
CHEMBL1201567	D008637	3
CHEMBL1201567	D005334	3
CHEMBL1201567	D019584	3
CHEMBL1201567	D013274	2
CHEMBL1201567	D001749	3
CHEMBL1201567	D009503	4
CHEMBL1201567	D010534	2
CHEMBL1201567	D005185	2
CHEMBL1201567	D007680	3
CHEMBL1201567	D008113	1
CHEMBL1201567	D002583	2
CHEMBL1201567	D014523	2
CHEMBL1201567	D007951	2
CHEMBL1201567	D004938	2
CHEMBL1201567	D064129	3
CHEMBL1201567	D008175	3
CHEMBL1201567	D016889	3
CHEMBL1201567	D006086	3
CHEMBL1201567	D016399	2
CHEMBL1201567	D015459	3
CHEMBL1201512	D015817	4
CHEMBL1201507	D015812	3
CHEMBL1201509	D007006	3
CHEMBL1201509	D006058	1
CHEMBL1201509	D000858	2
CHEMBL1201509	D001943	3
CHEMBL1201513	D011695	1
CHEMBL1201657	D001424	3
CHEMBL1201657	D006331	3
CHEMBL1201657	D060050	3
CHEMBL1201657	D017202	3
CHEMBL1201657	D013923	4
CHEMBL1201657	D012769	2
CHEMBL1201636	D002062	3
CHEMBL1201636	D049970	2
CHEMBL1201636	D009128	2
CHEMBL1201606	D054198	1
CHEMBL1201606	D006086	2
CHEMBL1201581	D057135	2
CHEMBL1201581	D000855	3
CHEMBL1201581	D017116	3
CHEMBL1201581	D002100	3
CHEMBL1201581	D005221	3
CHEMBL1201581	D015423	3
CHEMBL1201581	D008175	3
CHEMBL1201496	D006973	3
CHEMBL1201496	D050197	3
CHEMBL1201496	D006937	3
CHEMBL1201558	D012514	4
CHEMBL1201558	D003218	4
CHEMBL1201558	D007943	4
CHEMBL1201558	D007680	2
CHEMBL1201558	D008113	2
CHEMBL1201558	D000071960	1
CHEMBL1201558	D010051	2
CHEMBL1201558	D064129	2
CHEMBL1201558	D008224	4
CHEMBL1201558	D015459	2
CHEMBL1201558	D002276	3
CHEMBL1201557	D007251	1
CHEMBL1201563	D018352	2
CHEMBL1201646	D009765	2
CHEMBL1201646	D005759	1
CHEMBL1201544	D005494	4
CHEMBL1201666	D008175	2
CHEMBL1201716	D000375	1
CHEMBL1201716	D006946	2
CHEMBL1201608	D016543	2
CHEMBL1201668	D006946	1
CHEMBL1201668	D058186	3
CHEMBL3	D003866	2
CHEMBL1201573	D008224	1
CHEMBL1201561	D008103	3
CHEMBL1201561	D006505	3
CHEMBL1201561	D010534	1
CHEMBL1201561	D005185	1
CHEMBL1201561	D007680	2
CHEMBL1201561	D002583	2
CHEMBL1201561	D010051	1
CHEMBL1201561	D001254	2
CHEMBL1201561	D015459	2
CHEMBL1201515	D008175	1
CHEMBL1201516	D004751	3
CHEMBL1201478	D012509	1
CHEMBL1201478	D003110	3
CHEMBL1201478	D011855	2
CHEMBL1201481	D016543	3
CHEMBL1201481	D001749	1
CHEMBL1201481	D004938	2
CHEMBL1201481	D008175	2
CHEMBL1201594	D006073	4
CHEMBL1201594	D033461	3
CHEMBL1201594	D054198	2
CHEMBL1201576	D002294	1
CHEMBL1201576	D004679	1
CHEMBL1201576	D001752	2
CHEMBL1201576	D020277	2
CHEMBL1201576	D006402	1
CHEMBL1201576	D015463	2
CHEMBL1201576	D011649	2
CHEMBL1201576	D006463	2
CHEMBL1201576	D015423	1
CHEMBL1201576	D005921	3
CHEMBL1201576	D016393	1
CHEMBL1201576	D064129	1
CHEMBL1201576	D005871	2
CHEMBL1201576	D016399	1
CHEMBL1201576	D011697	3
CHEMBL1201576	D008175	2
CHEMBL1201576	D054218	2
CHEMBL1201670	D006689	2
CHEMBL1201670	D002285	2
CHEMBL1201670	D018305	2
CHEMBL1201670	D009196	2
CHEMBL1201670	D001932	2
CHEMBL1201670	D018293	2
CHEMBL1201670	D016543	2
CHEMBL1201670	D012004	2
CHEMBL1201670	D008637	3
CHEMBL1201670	D017726	3
CHEMBL1201670	D005334	3
CHEMBL1201670	D013274	2
CHEMBL1201670	D001749	3
CHEMBL1201670	D009503	3
CHEMBL1201670	D010534	2
CHEMBL1201670	D007680	2
CHEMBL1201670	D008113	2
CHEMBL1201670	D005706	2
CHEMBL1201670	D004938	2
CHEMBL1201670	D064129	3
CHEMBL1201670	D008175	2
CHEMBL1201670	D016889	1
CHEMBL1201670	D006086	3
CHEMBL1201670	D008224	2
CHEMBL1201670	D003110	2
CHEMBL1201670	D019337	2
CHEMBL1201492	D012080	2
CHEMBL1201484	D011546	2
CHEMBL1201621	D020370	1
CHEMBL1201621	D004393	4
CHEMBL1201621	D012778	4
CHEMBL1201621	D006130	3
CHEMBL1201621	D001930	2
CHEMBL1201485	D004933	2
CHEMBL1201485	D002779	3
CHEMBL1201485	D064129	1
CHEMBL1201650	D013964	1
CHEMBL1201533	D006111	2
CHEMBL1201414	D009101	2
CHEMBL1201414	D011014	2
CHEMBL1201414	D013923	2
CHEMBL1201414	D007680	1
CHEMBL1201585	D002285	3
CHEMBL1201585	D006394	2
CHEMBL1201585	D018281	2
CHEMBL1201585	D044584	2
CHEMBL1201585	D001749	2
CHEMBL1201585	D010490	1
CHEMBL1201585	D014625	1
CHEMBL1201585	D014846	1
CHEMBL1201585	D001005	1
CHEMBL1201585	D010534	1
CHEMBL1201585	D005185	1
CHEMBL1201585	D002583	1
CHEMBL1201585	D001063	1
CHEMBL1201585	D013736	1
CHEMBL1201585	D014523	2
CHEMBL1201585	D012468	2
CHEMBL1201585	D005706	1
CHEMBL1201585	D010051	2
CHEMBL1201585	D064129	2
CHEMBL1201585	D008175	Not Applicable
CHEMBL1201585	D010282	1
CHEMBL1201585	D009959	1
CHEMBL1201520	D000858	3
CHEMBL485	D014098	3
CHEMBL1201320	D002659	1
CHEMBL1201320	D019694	1
CHEMBL1201320	D004938	3
CHEMBL1201320	D014456	3
CHEMBL1201335	D007674	1
CHEMBL1201335	D012798	1
CHEMBL2111186	D057135	1
CHEMBL2109593	D007251	1
CHEMBL2109467	D014820	2
CHEMBL2109428	D001943	1
CHEMBL2109428	D010051	1
CHEMBL2109428	D064129	1
CHEMBL2109502	D001943	2
CHEMBL2108282	D006474	2
CHEMBL2109399	D001943	1
CHEMBL2109548	D064129	1
CHEMBL2109334	D004672	2
CHEMBL2109328	D007951	1
CHEMBL1743007	D006086	1
CHEMBL1743007	D010954	2
CHEMBL1743007	D064129	2
CHEMBL2109503	D013274	1
CHEMBL2109503	D001749	1
CHEMBL2109503	D001943	1
CHEMBL2109503	D004938	1
CHEMBL2109503	D010051	1
CHEMBL2109503	D008175	1
CHEMBL2109495	D009196	1
CHEMBL2109610	D054066	1
CHEMBL2109310	D010534	1
CHEMBL2109617	D011471	1
CHEMBL2109391	D016543	1
CHEMBL2109526	D020370	1
CHEMBL1743080	D010051	2
CHEMBL2109266	D007951	1
CHEMBL2109402	D010534	2
CHEMBL2109402	D005185	2
CHEMBL2109402	D001943	2
CHEMBL2109402	D010051	2
CHEMBL2108302	D020370	2
CHEMBL2109357	D008113	1
CHEMBL2109523	D001943	1
CHEMBL2109523	D064129	1
CHEMBL2108309	D064129	3
CHEMBL2108312	D064129	2
CHEMBL2108313	D057135	2
CHEMBL2108313	D016510	1
CHEMBL2108314	D010518	1
CHEMBL2109367	D015459	1
CHEMBL2109506	D010534	2
CHEMBL2109506	D005185	2
CHEMBL2109506	D001943	2
CHEMBL2109506	D010051	2
CHEMBL2109506	D008175	1
CHEMBL2109583	D001943	1
CHEMBL2109307	D016543	1
CHEMBL2109249	D008178	1
CHEMBL3833304	D054198	2
CHEMBL2109494	D009196	1
CHEMBL2109477	D001943	1
CHEMBL2109547	D016543	1
CHEMBL2109425	D020031	1
CHEMBL1742981	D010534	1
CHEMBL1742981	D005185	1
CHEMBL1742981	D010051	2
CHEMBL2108334	D006474	2
CHEMBL2108334	D005168	3
CHEMBL2109321	D018245	2
CHEMBL2109321	D012509	1
CHEMBL2109321	D005910	1
CHEMBL2109321	D001943	1
CHEMBL2109321	D064129	2
CHEMBL2109321	D008175	1
CHEMBL2109343	D001943	1
CHEMBL2109343	D006086	2
CHEMBL2109558	D064129	1
CHEMBL1201688	D015817	4
CHEMBL2109516	D010534	1
CHEMBL2109516	D005185	1
CHEMBL2109516	D002583	1
CHEMBL2109516	D010051	1
CHEMBL2109516	D008175	1
CHEMBL2108339	D013927	1
CHEMBL2108339	D011697	2
CHEMBL2109559	D064129	2
CHEMBL2109556	D064129	1
CHEMBL2109396	D001943	1
CHEMBL2109678	D064129	2
CHEMBL2109619	D007251	2
CHEMBL2109562	D001943	1
CHEMBL2109677	D064129	2
CHEMBL2108351	D007249	2
CHEMBL2108354	D008224	2
CHEMBL2109549	D064129	2
CHEMBL2108359	D002277	3
CHEMBL2108359	D007012	2
CHEMBL2108359	D000080443	3
CHEMBL2108359	D009959	2
CHEMBL2108359	D020295	2
CHEMBL2108359	D002583	3
CHEMBL2108359	D001943	2
CHEMBL2108359	D008175	2
CHEMBL2109653	D003876	2
CHEMBL2109653	D015179	3
CHEMBL2109653	D012595	2
CHEMBL1689063	D059413	4
CHEMBL2107818	D012509	3
CHEMBL2107821	D057092	2
CHEMBL2107822	D003865	2
CHEMBL1259059	D014777	4
CHEMBL2107825	D015451	2
CHEMBL2107825	D014777	4
CHEMBL269864	D033461	2
CHEMBL2108675	D000799	2
CHEMBL2108675	D003233	2
CHEMBL2108675	D010391	2
CHEMBL2108675	D012852	3
CHEMBL2108675	D009450	3
CHEMBL2108675	D012594	2
CHEMBL2108675	D011537	3
CHEMBL2108675	D003872	3
CHEMBL2108675	D064129	2
CHEMBL2108677	D051437	1
CHEMBL2108684	D002285	2
CHEMBL2107818	D001943	2
CHEMBL2107830	D007333	3
CHEMBL2107832	D001943	1
CHEMBL2107832	D010051	2
CHEMBL2107834	D014456	2
CHEMBL2107797	D016889	2
CHEMBL1189679	D014839	4
CHEMBL1189679	D013274	2
CHEMBL1189679	D001932	2
CHEMBL3351077	D001424	4
CHEMBL1601	D001424	4
CHEMBL1697838	D003920	4
CHEMBL159	D054198	2
CHEMBL159	D016543	1
CHEMBL1201303	D006373	4
CHEMBL617	D001424	4
CHEMBL428880	D008173	4
CHEMBL522892	D013274	2
CHEMBL522892	D001749	2
CHEMBL522892	D013964	2
CHEMBL522892	D001943	2
CHEMBL522892	D064129	2
CHEMBL522892	D016889	2
CHEMBL2110587	D005185	2
CHEMBL2110587	D001943	2
CHEMBL2110587	D010051	2
CHEMBL1454	D006373	4
CHEMBL1175	D019969	1
CHEMBL1175	D017116	3
CHEMBL1201784	D018290	2
CHEMBL506	D011020	3
CHEMBL3182343	D001424	4
CHEMBL1614658	D001424	
CHEMBL2110602	D001424	
CHEMBL2110603	D001007	
CHEMBL103735	D018278	2
CHEMBL2110563	D005494	4
CHEMBL2110563	D003929	2
CHEMBL2110563	D010534	1
CHEMBL2110563	D005185	1
CHEMBL2110563	D010051	1
CHEMBL2110563	D064129	2
CHEMBL2110563	D008175	3
CHEMBL1236469	D013959	
CHEMBL1596	D001424	4
CHEMBL641	D005879	2
CHEMBL641	D019966	Not Applicable
CHEMBL428	D001424	4
CHEMBL53	D007172	4
CHEMBL53	D006212	2
CHEMBL53	D001930	2
CHEMBL593	D014777	4
CHEMBL707	D003920	4
CHEMBL707	D009203	4
CHEMBL707	D006333	4
CHEMBL707	D017202	3
CHEMBL707	D006937	3
CHEMBL191	D045169	3
CHEMBL191	D012128	2
CHEMBL191	D006976	3
CHEMBL1491	D003920	4
CHEMBL1491	D002312	2
CHEMBL1491	D007674	1
CHEMBL1491	D050197	3
CHEMBL1491	D017202	4
CHEMBL1491	D020821	2
CHEMBL1491	D006929	2
CHEMBL1491	D001943	2
CHEMBL1349	D064129	3
CHEMBL1349	D008175	1
CHEMBL1349	D004660	3
CHEMBL703	D001919	2
CHEMBL376180	D016889	2
CHEMBL34412	D008175	2
CHEMBL215303	D001424	
CHEMBL1420	D062025	3
CHEMBL1208422	D001943	1
CHEMBL522987	D003865	2
CHEMBL522987	D003866	2
CHEMBL19224	D007172	4
CHEMBL19224	D064129	2
CHEMBL836	D064129	3
CHEMBL2110674	D013281	3
CHEMBL2110674	D064129	2
CHEMBL159776	D001289	
CHEMBL55400	D014594	2
CHEMBL1626223	D006373	4
CHEMBL403	D001424	4
CHEMBL403	D002821	2
CHEMBL95	D003704	4
CHEMBL1535	D045169	3
CHEMBL1535	D011014	3
CHEMBL1535	D011020	3
CHEMBL1535	D011024	3
CHEMBL1535	D012131	3
CHEMBL1535	D016543	1
CHEMBL1535	D012128	3
CHEMBL1535	D001943	2
CHEMBL1535	D010051	2
CHEMBL1535	D064129	2
CHEMBL1535	D008175	2
CHEMBL1535	D006086	3
CHEMBL1734	D011141	4
CHEMBL72	D012585	2
CHEMBL72	D003865	4
CHEMBL1619785	D001424	4
CHEMBL1464	D001024	3
CHEMBL1464	D003327	3
CHEMBL1464	D050197	3
CHEMBL1464	D013921	3
CHEMBL1464	D003865	1
CHEMBL1464	D002544	3
CHEMBL1464	D064129	3
CHEMBL708	D003865	2
CHEMBL1201314	D017726	4
CHEMBL1201314	D005871	2
CHEMBL505	D007251	3
CHEMBL1236802	D003865	1
CHEMBL1236802	D002545	2
CHEMBL1236802	D001930	2
CHEMBL15245	D007172	4
CHEMBL1730	D001424	4
CHEMBL1201313	D003371	4
CHEMBL59	D012769	4
CHEMBL59	D003866	1
CHEMBL1888176	D014549	4
CHEMBL1888176	D011141	4
CHEMBL657	D003424	2
CHEMBL657	D002289	2
CHEMBL657	D015458	2
CHEMBL657	D013274	2
CHEMBL657	D003865	1
CHEMBL657	D064129	2
CHEMBL657	D008175	2
CHEMBL657	D016889	2
CHEMBL657	D054218	2
CHEMBL657	D019896	1
CHEMBL225072	D018358	2
CHEMBL225072	D013964	2
CHEMBL225072	D013953	1
CHEMBL225072	D008113	2
CHEMBL225072	D001661	2
CHEMBL363295	D014549	4
CHEMBL363295	D011141	4
CHEMBL86	D009325	4
CHEMBL86	D007415	2
CHEMBL7568	D064129	2
CHEMBL276832	D050197	3
CHEMBL276832	D007690	1
CHEMBL276832	D006937	3
CHEMBL276832	D002583	3
CHEMBL276832	D001943	2
CHEMBL276832	D010051	3
CHEMBL276832	D008175	1
CHEMBL1363	D001986	4
CHEMBL398707	D017116	3
CHEMBL417	D013927	3
CHEMBL417	D006689	2
CHEMBL1496	D003929	2
CHEMBL1496	D001943	3
CHEMBL1496	D010051	2
CHEMBL1496	D064129	1
CHEMBL1496	D003324	Not Applicable
CHEMBL554	D044584	2
CHEMBL554	D013274	2
CHEMBL554	D001932	2
CHEMBL554	D010534	2
CHEMBL554	D002583	2
CHEMBL554	D010051	2
CHEMBL267936	D001321	1
CHEMBL267936	D003865	2
CHEMBL70	D000069076	2
CHEMBL70	D004417	4
CHEMBL70	D012131	2
CHEMBL70	D064129	3
CHEMBL569713	D003865	1
CHEMBL941	D007951	Not Applicable
CHEMBL941	D019337	1
CHEMBL481	D002288	3
CHEMBL481	D008654	1
CHEMBL481	D006394	2
CHEMBL481	D018273	2
CHEMBL481	D000080443	1
CHEMBL481	D058405	1
CHEMBL481	D009396	2
CHEMBL584	D014777	4
CHEMBL584	D014846	1
CHEMBL584	D002583	1
CHEMBL1201202	D011024	2
CHEMBL1201202	D012131	2
CHEMBL1201202	D013921	2
CHEMBL1163	D014777	4
CHEMBL1163	D019337	1
CHEMBL507674	D001424	4
CHEMBL790	D015817	4
CHEMBL790	D009503	3
CHEMBL790	D010510	4
CHEMBL1201244	D007674	2
CHEMBL1201244	D062025	2
CHEMBL1201244	D064129	2
CHEMBL1201244	D008175	2
CHEMBL90555	D018305	2
CHEMBL90555	D004806	3
CHEMBL90555	D016393	1
CHEMBL90555	D005871	1
CHEMBL90555	D016399	2
CHEMBL90555	D016545	3
CHEMBL90555	D009396	4
CHEMBL553025	D012208	2
CHEMBL553025	D064726	2
CHEMBL553025	D000080443	2
CHEMBL553025	D058405	1
CHEMBL553025	D005185	2
CHEMBL553025	D010051	4
CHEMBL1429	D003919	4
CHEMBL1429	D001943	2
CHEMBL1429	D064129	1
CHEMBL1201185	D018358	4
CHEMBL1201185	D007415	2
CHEMBL1201185	D064129	3
CHEMBL1201185	D012004	3
CHEMBL383824	D001943	2
CHEMBL894	D000437	2
CHEMBL1206232	D013964	3
CHEMBL2110732	D009062	1
CHEMBL2110732	D001932	2
CHEMBL2110732	D008175	3
CHEMBL830	D013274	2
CHEMBL830	D001749	3
CHEMBL830	D002583	2
CHEMBL830	D004938	2
CHEMBL830	D064129	2
CHEMBL830	D011230	3
CHEMBL742	D045169	2
CHEMBL742	D002189	1
CHEMBL742	D018352	2
CHEMBL742	D019052	3
CHEMBL742	D000069076	2
CHEMBL742	D061218	2
CHEMBL742	D012128	2
CHEMBL742	D020918	2
CHEMBL742	D005221	1
CHEMBL742	D001986	2
CHEMBL742	D010612	3
CHEMBL742	D001943	Not Applicable
CHEMBL742	D008175	2
CHEMBL742	D010468	1
CHEMBL742	D001930	2
CHEMBL534	D003286	2
CHEMBL23	D007251	2
CHEMBL23	D006484	4
CHEMBL23	D006937	3
CHEMBL23	D013927	1
CHEMBL11	D017116	3
CHEMBL11	D001943	1
CHEMBL1237	D008223	2
CHEMBL1237	D050197	3
CHEMBL1237	D007690	3
CHEMBL1237	D017202	3
CHEMBL1237	D006937	3
CHEMBL1237	D005921	2
CHEMBL1237	D001943	2
CHEMBL1201199	D007006	2
CHEMBL1201199	D009214	3
CHEMBL1201199	D064129	3
CHEMBL192	D009164	1
CHEMBL192	D001927	1
CHEMBL192	D054092	1
CHEMBL192	D011317	2
CHEMBL192	D008202	1
CHEMBL192	D001930	2
CHEMBL372795	D001424	4
CHEMBL3989738	D001424	4
CHEMBL3989738	D015817	4
CHEMBL1380	D014777	4
CHEMBL1380	D000140	2
CHEMBL660	D002544	2
CHEMBL73234	D003371	4
CHEMBL1599	D001424	4
CHEMBL629	D003865	4
CHEMBL1201224	D001424	4
CHEMBL945	D003711	2
CHEMBL1296	D001424	4
CHEMBL601	D003424	2
CHEMBL601	D005910	4
CHEMBL601	D003110	1
CHEMBL24441	D014717	Not Applicable
CHEMBL24441	D003865	2
CHEMBL1000	D003233	4
CHEMBL1000	D003872	3
CHEMBL161	D003093	2
CHEMBL161	D001424	4
CHEMBL669	D013313	3
CHEMBL669	D005356	3
CHEMBL1201338	D015877	2
CHEMBL1201338	D012030	1
CHEMBL253376	D008288	1
CHEMBL578	D011546	2
CHEMBL1201302	D015423	1
CHEMBL1201302	D008269	4
CHEMBL768	D010146	2
CHEMBL768	D002532	3
CHEMBL1628227	D011537	4
CHEMBL1628227	D001943	2
CHEMBL606258	D001424	
CHEMBL891	D016908	4
CHEMBL3989751	D001424	4
CHEMBL3989751	D015817	4
CHEMBL50300	D014777	
CHEMBL1240977	D006373	
CHEMBL1214	D001424	4
CHEMBL404520	D015817	4
CHEMBL1544	D001943	2
CHEMBL1493	D014549	4
CHEMBL1493	D011141	4
CHEMBL74632	D001424	4
CHEMBL1443	D016908	4
CHEMBL278020	D001943	2
CHEMBL445	D003865	2
CHEMBL282121	D043183	Not Applicable
CHEMBL1215	D007251	3
CHEMBL1215	D015878	2
CHEMBL1484	D013345	2
CHEMBL1144	D003920	4
CHEMBL1144	D008223	2
CHEMBL1144	D009203	4
CHEMBL1144	D006333	3
CHEMBL1144	D001943	3
CHEMBL1144	D011371	2
CHEMBL465026	D013274	3
CHEMBL61006	D015508	4
CHEMBL58	D006103	2
CHEMBL702	D001424	4
CHEMBL702	D011704	3
CHEMBL702	D004756	3
CHEMBL702	D006086	2
CHEMBL702	D019337	3
CHEMBL643	D014839	4
CHEMBL643	D009325	4
CHEMBL643	D014717	Not Applicable
CHEMBL1005	D012131	2
CHEMBL1005	D004428	3
CHEMBL1198	D006484	4
CHEMBL7492	D001749	2
CHEMBL7492	D014523	2
CHEMBL121	D006973	3
CHEMBL121	D008659	3
CHEMBL121	D018149	3
CHEMBL121	D006937	3
CHEMBL121	D001943	1
CHEMBL900	D017116	3
CHEMBL1590	D015508	4
CHEMBL511099	D017116	3
CHEMBL49	D001049	3
CHEMBL49	D003865	2
CHEMBL684	D006373	4
CHEMBL838	D050197	3
CHEMBL838	D006937	3
CHEMBL1583	D001424	4
CHEMBL1664	D014777	4
CHEMBL553	D009101	1
CHEMBL553	D010610	1
CHEMBL553	D000080443	2
CHEMBL553	D018358	2
CHEMBL553	D012878	2
CHEMBL553	D001661	2
CHEMBL553	D019337	2
CHEMBL80	D017116	3
CHEMBL80	D003929	2
CHEMBL80	D007006	2
CHEMBL841	D007415	1
CHEMBL611	D006973	Not Applicable
CHEMBL611	D050197	3
CHEMBL611	D006937	3
CHEMBL595	D006973	3
CHEMBL595	D050197	3
CHEMBL595	D018589	1
CHEMBL595	D006937	3
CHEMBL595	D011649	1
CHEMBL595	D001932	1
CHEMBL595	D013964	2
CHEMBL595	D064129	2
CHEMBL595	D008175	2
CHEMBL959	D014777	4
CHEMBL655	D007246	3
CHEMBL655	D007251	1
CHEMBL655	D000069076	2
CHEMBL655	D061218	2
CHEMBL655	D051437	1
CHEMBL655	D011537	1
CHEMBL655	D001946	3
CHEMBL655	D017116	1
CHEMBL655	D005221	1
CHEMBL655	D003866	3
CHEMBL655	D064129	1
CHEMBL655	D001930	3
CHEMBL655	D006470	3
CHEMBL27	D017116	2
CHEMBL27	D013274	2
CHEMBL27	D003865	1
CHEMBL27	D010212	2
CHEMBL27	D019966	2
CHEMBL27	D001943	Not Applicable
CHEMBL27	D001930	3
CHEMBL583	D001424	4
CHEMBL569	D006484	4
CHEMBL716	D061218	3
CHEMBL81	D016889	2
CHEMBL30008	D014717	4
CHEMBL1117	D015479	3
CHEMBL1117	D009196	3
CHEMBL1117	D007947	3
CHEMBL1117	D000754	3
CHEMBL1117	D001752	2
CHEMBL1117	D015477	3
CHEMBL1117	D009503	2
CHEMBL1117	D008113	2
CHEMBL819	D016908	4
CHEMBL1219	D016481	4
CHEMBL1096562	D002613	1
CHEMBL1167	D001424	4
CHEMBL652	D019571	2
CHEMBL1469	D009447	1
CHEMBL1490	D020821	2
CHEMBL2110805	D014549	4
CHEMBL2110805	D011141	4
CHEMBL1332546	D003371	
CHEMBL254193	D006973	
CHEMBL2110824	D064129	3
CHEMBL35505	D006973	
CHEMBL2110862	D003371	
CHEMBL1771	D054556	2
CHEMBL1771	D011024	2
CHEMBL1771	D012131	2
CHEMBL1771	D003865	1
CHEMBL1107	D008288	4
CHEMBL1201207	D036981	1
CHEMBL1201203	D012585	2
CHEMBL14249	D003865	2
CHEMBL46740	D002285	2
CHEMBL46740	D001943	2
CHEMBL2110938	D001289	
CHEMBL1614637	D001424	4
CHEMBL2111047	D001289	
CHEMBL1449	D001424	4
CHEMBL2111084	D002583	2
CHEMBL2111084	D010051	2
CHEMBL1672054	D014839	3
CHEMBL1672054	D003865	2
CHEMBL360328	D007674	1
CHEMBL2111101	D003865	3
CHEMBL1172928	D003865	2
CHEMBL2111107	D007674	2
CHEMBL2111107	D062025	2
CHEMBL1201760	D015817	4
CHEMBL469	D020370	2
CHEMBL469	D010195	2
CHEMBL469	D015877	2
CHEMBL469	D014069	2
CHEMBL469	D010534	1
CHEMBL469	D005185	1
CHEMBL469	D010051	Not Applicable
CHEMBL575	D001424	4
CHEMBL528	D001424	4
CHEMBL502	D001037	3
CHEMBL502	D000550	1
CHEMBL178	D013920	1
CHEMBL178	D012514	3
CHEMBL178	D011087	1
CHEMBL178	D007951	Not Applicable
CHEMBL178	D019337	1
CHEMBL178	D055728	1
CHEMBL666	D014777	4
CHEMBL809	D000437	2
CHEMBL809	D001930	2
CHEMBL277100	D001424	4
CHEMBL1865134	D003371	
CHEMBL17350	D003865	2
CHEMBL916	D054556	2
CHEMBL916	D011024	2
CHEMBL916	D012131	2
CHEMBL916	D051437	1
CHEMBL844	D011305	3
CHEMBL1457	D014839	3
CHEMBL1457	D009325	3
CHEMBL95889	D006712	4
CHEMBL1231700	D001289	3
CHEMBL1231700	D002544	3
CHEMBL1231700	D002545	3
CHEMBL511142	D009437	3
CHEMBL511142	D014098	2
CHEMBL511142	D017116	3
CHEMBL511142	D055959	3
CHEMBL511142	D003865	3
CHEMBL441	D001930	3
CHEMBL1437	D012769	4
CHEMBL1437	D003866	1
CHEMBL1437	D001930	2
CHEMBL1437	D011855	1
CHEMBL1572	D001424	4
CHEMBL1572	D015817	4
CHEMBL461101	D000740	1
CHEMBL461101	D001791	2
CHEMBL1186894	D001749	2
CHEMBL1186894	D001943	2
CHEMBL1422	D051436	4
CHEMBL1422	D006086	3
CHEMBL477772	D012468	2
CHEMBL477772	D013274	2
CHEMBL477772	D007680	2
CHEMBL477772	D002583	2
CHEMBL477772	D054364	2
CHEMBL1186579	D007674	1
CHEMBL1186579	D008107	1
CHEMBL1186579	D007415	1
CHEMBL1199324	D001930	1
CHEMBL403664	D008113	2
CHEMBL403664	D018239	3
CHEMBL787	D054198	2
CHEMBL787	D015470	2
CHEMBL1538	D014777	4
CHEMBL1655	D018222	2
CHEMBL1655	D010051	2
CHEMBL1655	D064129	2
CHEMBL1183717	D012131	3
CHEMBL766	D011704	3
CHEMBL1359	D001424	4
CHEMBL1359	D011704	4
CHEMBL1683590	D018323	2
CHEMBL1683590	D054364	2
CHEMBL314854	D051437	1
CHEMBL1237021	D003865	4
CHEMBL2111187	D064129	2
CHEMBL2219422	D010051	2
CHEMBL2109355	D001943	2
CHEMBL2220442	D008545	1
CHEMBL2220442	D007172	3
CHEMBL2220442	D064129	2
CHEMBL981	D002779	2
CHEMBL1060	D003248	4
CHEMBL1237044	D020370	3
CHEMBL1237044	D003865	2
CHEMBL1237044	D001943	2
CHEMBL3545303	D016553	2
CHEMBL3989843	D003865	4
CHEMBL168815	D014987	4
CHEMBL2021423	D011697	3
CHEMBL65794	D001424	4
CHEMBL3039597	D001424	4
CHEMBL3039597	D002821	2
CHEMBL3039597	D012004	3
CHEMBL3039597	D015817	4
CHEMBL3039597	D001943	3
CHEMBL3039597	D003110	3
CHEMBL2221249	D001424	4
CHEMBL1201498	D009133	2
CHEMBL1201569	D014103	2
CHEMBL1201569	D012798	3
